Date stamp,AB50A30LRC01_PV,AB50A30LRC01_SP,AB50A30IRA01_PV,AB50A30SIK01_PV,AB40A11LRC10PV,AB40A11TRC06PV,AB40A11FQC01PV,AB40A21LRC03PV,AB40A21TRC04PV,AB40A21PR01_PV,AB40A21FRC02_PV,AB50A30TRC04_PV,AB50A62PRC01_PV,AB50A30TRC08_PV,AB60A31FQC01_PV,AB50A30LRC01_OUT
2023-04-27 01:00:00,50.24237442,50,17.5874939,27.99747467,65.61238861,268.0734863,3585.950195,68.52059937,267.6106262,0.066812612,19022.8457,272.2325745,9.956356049,277.7948303,19150.16406,49.67720032
2023-04-27 01:01:00,50.13280106,50,17.62216187,27.9974823,65.60796356,268.1026611,3580.484619,68.54167938,267.6163635,0.066879377,19155.7207,272.2335205,9.956165314,277.7957764,19150.19336,49.71123123
2023-04-27 01:02:00,49.89086533,50,17.62866211,27.99748993,65.60354614,268.1318054,3570.894287,68.5627594,267.6221008,0.066946134,18948.85352,272.2338257,9.955974579,277.7967529,19150.22266,49.74526596
2023-04-27 01:03:00,50.50112915,50,17.53115845,27.99749756,65.59912109,268.1609802,3577.904541,68.58384705,267.6278076,0.067012891,19470.32422,272.2309875,9.958496094,277.797699,19150.25391,49.73836899
2023-04-27 01:04:00,49.9993515,50,17.62719917,27.99750519,65.59469604,268.190155,3573.948975,68.60492706,267.6335449,0.067079648,19341.61328,272.2281189,9.96162796,277.798645,19150.2832,49.70943451
2023-04-27 01:05:00,50.2098999,50,17.67757607,27.99751282,65.590271,268.2193298,3562.445557,68.62600708,267.6392517,0.067146406,19354.82227,272.2252502,9.964758873,277.7995911,19150.3125,49.68050385
2023-04-27 01:06:00,50.32043457,50,17.66866684,27.99752045,65.58584595,268.2484741,3568.221924,68.64709473,267.644989,0.067213163,19711.17383,272.2223816,9.967890739,277.8005676,19150.3418,49.62724686
2023-04-27 01:07:00,50.34563446,50,17.58808517,27.99752808,65.5814209,268.2776489,3572.711914,68.66432953,267.6506958,0.06727992,19221.90625,272.2195129,9.971021652,277.8015137,19150.37109,49.56437302
2023-04-27 01:08:00,50.37083435,50,17.60266113,27.99753571,65.57699585,268.3068237,3591.073486,68.68128204,267.6564331,0.067346677,19673.11914,272.2166748,9.974152565,277.8024597,19150.40234,49.50149918
2023-04-27 01:09:00,50.45892715,50,17.60681343,27.99754333,65.5725708,268.3359985,3579.278564,68.69824219,267.6621399,0.067413442,19048.50195,272.2138062,9.977284431,277.8034058,19150.43164,49.56074905
2023-04-27 01:10:00,49.84235764,50,17.67849731,27.99754906,65.56814575,268.3651428,3584.074707,68.71520233,267.6678772,0.067480199,19525.78516,272.2109375,9.980415344,277.8043823,19150.46094,49.7072258
2023-04-27 01:11:00,50.16868591,50,17.59941101,27.99755669,65.5637207,268.3943176,3579.449951,68.73216248,267.6736145,0.067546956,19312.82227,272.2080688,9.983546257,277.8053284,19150.49023,49.7955246
2023-04-27 01:12:00,50.012146,50,17.67560768,27.99756432,65.55929565,268.4234924,3580.909668,68.74912262,267.6793213,0.067613713,19570.76953,272.2052002,9.986678123,277.8062744,19150.52148,49.867733
2023-04-27 01:13:00,49.99983597,50,17.58207703,27.99757195,65.55487061,268.4526367,3577.0271,68.76607513,267.6850586,0.067680471,19366.20508,272.2023621,9.989809036,277.8072205,19150.55078,49.93993759
2023-04-27 01:14:00,50.41437912,50,17.67849731,27.99757957,65.55044556,268.4818115,3586.199951,68.78303528,267.6907654,0.067747228,19571.16992,272.1994934,9.992940903,277.808197,19150.58008,50.01214218
2023-04-27 01:15:00,50.15745544,50,17.55542564,27.9975872,65.54602814,268.5109863,3573.863281,68.79999542,267.6965027,0.067813985,19171.65039,272.1966248,9.996071815,277.8091431,19150.60938,50.08435059
2023-04-27 01:16:00,50.00685501,50,17.47771263,27.99759483,65.54160309,268.5401611,3584.605469,68.81695557,267.7022095,0.06788075,19510.19141,272.1937561,9.999202728,277.8100891,19150.64063,50.10758209
2023-04-27 01:17:00,50.03520203,50,17.55949211,27.99760246,65.53717804,268.5693054,3573.941162,68.83391571,267.7079468,0.067947507,19305.30664,272.1908875,10.00233459,277.8110352,19150.66992,50.12998581
2023-04-27 01:18:00,50.01984406,50,17.63324547,27.99761009,65.53275299,268.5984802,3576.807373,68.85086823,267.7136536,0.068014264,19753.25391,272.1880493,10.00546551,277.8120117,19150.70117,50.15238953
2023-04-27 01:19:00,49.42300034,50,17.61999512,27.99761772,65.52832794,268.627655,3618.852539,68.86782837,267.7193909,0.068081021,19763.83594,272.1851807,10.00859737,277.8129578,19150.73828,50.08711624
2023-04-27 01:20:00,50.14199829,50,17.62405777,27.99762344,65.52390289,268.6567993,3586.311279,68.88478851,267.7250977,0.068147779,19099.90234,272.182312,10.01172829,277.8134766,19150.77539,49.8732872
2023-04-27 01:21:00,50.28081894,50,17.62649536,27.99763107,65.51947784,268.6859741,3577.61792,68.90174866,267.730835,0.068214536,19490.24219,272.1794434,10.0148592,277.8136292,19150.8125,49.9303894
2023-04-27 01:22:00,50.37305832,50,17.48132324,27.9976387,65.5150528,268.7151489,3577.895264,68.9187088,267.7365723,0.068281293,19416.58594,272.1766052,10.01799107,277.8137817,19150.84961,49.98749161
2023-04-27 01:23:00,50.06765747,50,17.48603821,27.99764633,65.51062775,268.7443237,3575.006836,68.93566895,267.7422791,0.06834805,19493.67969,272.1737366,10.02112198,277.8139343,19150.88867,50.04763412
2023-04-27 01:24:00,49.4261322,50,17.60049438,27.99765396,65.5062027,268.773468,3576.805908,68.95262146,267.7480164,0.068414815,19330.29297,272.1708679,10.02425289,277.8141174,19150.92578,50.1411972
2023-04-27 01:25:00,49.82962036,50,17.42607117,27.99766159,65.50177765,268.8026428,3580.123047,68.9695816,267.7537231,0.068481572,19867.20703,272.1679993,10.02738476,277.81427,19150.96289,50.23476028
2023-04-27 01:26:00,49.74222183,50,17.39248657,27.99766922,65.4973526,268.8318176,3584.507813,68.98654175,267.7594604,0.068548329,19447.13477,272.1651306,10.03051567,277.8144226,19151,50.32832336
2023-04-27 01:27:00,49.57151794,50,17.49324036,27.99767685,65.49292755,268.8609924,3586.925781,68.99565125,267.7651672,0.068608254,19335.33594,272.1622925,10.03364754,277.8145752,19151.03711,50.42188644
2023-04-27 01:28:00,49.38632965,50,17.65496254,27.99768448,65.4885025,268.8901367,3588.725586,68.98317719,267.7709045,0.06860666,19665.12109,272.1594238,10.03677845,277.8147278,19151.07422,50.51544952
2023-04-27 01:29:00,49.18928909,50,17.49803734,27.99769211,65.48408508,268.9193115,3598.636475,68.97070313,267.7766113,0.068605073,19774.83203,272.1565552,10.03990936,277.8149109,19151.11133,50.53520966
2023-04-27 01:30:00,49.67788696,50,17.61566162,27.99769783,65.47966003,268.9484863,3600.114014,68.95823669,267.7823486,0.068603486,19509.71484,272.1536865,10.04304123,277.8150635,19151.15039,50.43623734
2023-04-27 01:31:00,49.21868896,50,17.62952805,27.99770546,65.47523499,268.9776306,3601.926025,68.94576263,267.7880859,0.068601891,19556.92383,272.1508179,10.04617214,277.8152161,19151.1875,50.31604767
2023-04-27 01:32:00,49.56247711,50,17.42941475,27.99771309,65.47080994,269.0068054,3600.14917,68.91822052,267.7937927,0.068600304,19792.42969,272.1479797,10.04930401,277.8153687,19151.22461,50.16991425
2023-04-27 01:33:00,49.49415207,50,17.45330238,27.99772072,65.46638489,269.0359802,3603.689209,68.8852005,267.79953,0.068598717,19419.32617,272.1451111,10.05243492,277.8155212,19151.26172,50.02378082
2023-04-27 01:34:00,49.69429016,50,17.47546387,27.99772835,65.46195984,269.065155,3608.279297,68.85218811,267.8052368,0.068597123,19584.36328,272.1422424,10.05556583,277.8157043,19151.29883,50.25670242
2023-04-27 01:35:00,49.35923767,50,17.41430855,27.99773598,65.45753479,269.0942993,3615.463135,68.81916809,267.8109741,0.068595536,19144.6875,272.1393738,10.0586977,277.8158569,19151.33594,50.50957108
2023-04-27 01:36:00,49.0830307,50,17.53029251,27.99774361,65.45310974,269.1234741,3600.760742,68.78614807,267.8166809,0.068593949,19363.54297,272.1365051,10.06182861,277.8160095,19151.375,50.76243973
2023-04-27 01:37:00,48.39894104,50,17.55730438,27.99775124,65.44868469,269.1526489,3603.78418,68.75312805,267.8224182,0.068592355,19619.01953,272.133667,10.06495953,277.8161621,19151.41211,51.01530838
2023-04-27 01:38:00,47.88427734,50,17.63949585,27.99775887,65.44425964,269.1817932,3598.876465,68.72010803,267.828125,0.068590768,19237.40234,272.1307983,10.06809139,277.8163147,19151.44922,51.15167236
2023-04-27 01:39:00,48.09363174,50,17.45676613,27.99776649,65.43983459,269.1884155,3601.575195,68.68708801,267.8338623,0.068589181,19375.6543,272.1279297,10.07122231,277.8164978,19151.48633,51.10061264
2023-04-27 01:40:00,48.63306427,50,17.40610695,27.99777222,65.43843842,269.1828308,3605.478027,68.66864777,267.8395996,0.068587586,19629.94922,272.125061,10.07435417,277.8166504,19151.52344,51.04955292
2023-04-27 01:41:00,48.9093399,50,17.41746712,27.99777985,65.43772125,269.1772766,3598.778809,68.66135406,267.8453064,0.068585999,19352.47656,272.1221924,10.07748508,277.816803,19151.56055,50.99849319
2023-04-27 01:42:00,48.49652481,50,17.40494537,27.99778748,65.43700409,269.1717224,3603.94751,68.65405273,267.8510437,0.068584412,19670.44141,272.1193542,10.080616,277.8169556,19151.59766,50.85467911
2023-04-27 01:43:00,49.55889893,50,17.38111115,27.99790382,65.43628693,269.1661377,3606.925049,68.64675903,267.8567505,0.068582818,19571.95703,272.1164856,10.08374786,277.8171082,19151.63672,50.65320587
2023-04-27 01:44:00,49.08841324,50,17.27548218,27.99827576,65.43556976,269.1605835,3595.929199,68.56735229,267.8624878,0.068581231,19407.58008,272.1136169,10.08687878,277.8172913,19151.67383,50.46047211
2023-04-27 01:45:00,49.25481796,50,17.49349022,27.99864578,65.4348526,269.1550293,3601.487061,68.46599579,267.8681946,0.068579644,19317.33789,272.1107483,10.09001064,277.8174438,19151.71094,50.31727219
